Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
".K. Birch, .P. Siakam, .O. Anunoby, .G. Trent Jr., .S. Barnes",TOR,1,19,110.5,115.8,-5.3,38.9,1.4,14.3,25.0,76.9,48.3,0.1,59.1,60.4,95.58,48.3
".K. Durant, .G. Dragic, .J. Johnson, .P. Mills, .N. Claxton",BKN,8,19,102.5,112.2,-9.7,77.8,2.0,24.6,25.0,52.0,43.2,0.2,61.7,62.0,102.19,52.9
".K. Durant, .G. Dragic, .K. Irving, .A. Drummond, .B. Brown",BKN,3,19,118.6,116.3,2.3,55.6,3.33,18.5,6.7,65.0,40.0,0.1,62.5,65.3,109.3,57.1
".K. Love, .R. Rubio, .L. Markkanen, .D. Garland, .D. Wade",CLE,2,19,120.9,86.4,34.6,71.4,2.5,23.4,28.6,68.0,50.0,0.1,57.1,59.4,108.84,62.6
".K. Williams, .D. Bazley, .A. Pokusevski, .T. Mann, .J. Giddey",OKC,3,19,92.1,141.0,-48.9,53.8,1.75,13.7,26.1,83.3,45.7,0.1,44.3,45.4,98.06,18.7
".K. Williams, .D. Bazley, .L. Dort, .T. Mann, .J. Giddey",OKC,3,19,142.1,129.7,12.4,47.1,1.6,16.7,20.0,47.4,37.9,0.1,81.3,84.6,95.37,58.8
".L. Aldridge, .K. Durant, .J. Harden, .B. Brown, .C. Thomas",BKN,6,19,116.7,114.0,2.7,72.2,2.6,22.0,25.0,86.7,54.8,0.1,57.6,64.0,106.34,53.7
".L. James, .A. Bradley, .S. Johnson, .M. Monk, .T. Horton-Tucker",LAL,9,19,112.8,114.6,-1.8,68.8,2.2,21.2,12.5,58.8,36.4,0.1,62.5,65.2,103.63,45.8
".L. James, .C. Anthony, .D. Howard, .R. Westbrook, .M. Monk",LAL,7,19,86.4,111.6,-25.3,40.0,0.86,10.5,31.8,82.6,57.8,0.2,43.2,47.9,107.49,39.6
".L. James, .C. Anthony, .R. Westbrook, .W. Ellington, .I. Thomas",LAL,3,19,122.7,97.8,24.9,60.0,1.71,19.4,33.3,69.6,53.7,0.2,60.5,65.0,115.65,63.3
".L. James, .D. Howard, .R. Westbrook, .W. Gabriel, .A. Reaves",LAL,2,19,100.0,105.0,-5.0,76.5,1.86,21.7,26.3,85.0,56.4,0.2,52.9,53.9,104.5,52.7
".L. Stephenson, .B. Hield, .O. Brissett, .T. Haliburton, .J. Smith",IND,5,19,94.6,91.9,2.7,66.7,2.67,14.0,41.4,82.6,59.6,0.1,35.0,39.0,93.16,53.1
".L. Stephenson, .J. Lamb, .D. Sabonis, .T. Craig, .O. Brissett",IND,2,19,105.3,86.8,18.4,66.7,1.11,17.9,47.1,80.0,64.9,0.2,58.1,59.5,97.31,67.0
".L. Williams, .B. Bogdanovic, .D. Wright, .K. Knox II, .O. Okongwu",ATL,3,19,130.2,116.3,14.0,57.1,3.0,20.3,25.0,73.3,48.4,0.1,66.2,69.1,109.59,56.6
".M. Harrell, .T. Rozier, .M. Bridges, .P. Washington, .L. Ball",CHA,7,19,102.6,105.1,-2.5,46.7,0.64,11.9,66.7,60.0,63.4,0.3,45.7,50.1,95.81,45.1
".M. Muscala, .S. Gilgeous-Alexander, .K. Williams, .L. Dort, .J. Giddey",OKC,7,19,117.4,105.1,12.3,53.3,1.14,12.3,44.0,80.0,60.0,0.2,48.6,56.9,109.32,57.4
".M. Plumlee, .K. Oubre Jr., .M. Bridges, .C. Martin, .L. Ball",CHA,10,19,83.3,97.7,-14.4,56.3,9.0,15.8,22.2,77.3,46.9,0.0,40.2,40.5,109.69,37.3
".N. Vucevic, .Z. LaVine, .A. Caruso, .C. White, .J. Green",CHI,8,19,122.5,95.0,27.5,88.9,4.0,27.6,14.3,69.6,48.6,0.1,64.1,66.5,103.32,66.7
".N. Vucevic, .Z. LaVine, .M. Thomas, .J. Green, .A. Dosunmu",CHI,5,19,126.2,87.8,38.4,60.0,6.0,21.8,5.9,61.5,39.5,0.0,62.5,65.6,107.29,71.8
".P. Beverley, .K. Towns, .M. Beasley, .T. Prince, .A. Edwards",MIN,8,19,102.3,127.3,-24.9,50.0,0.88,12.3,36.4,60.0,47.6,0.2,48.5,54.2,108.94,36.1
".P. Mills, .A. Drummond, .S. Curry, .B. Brown, .K. Edwards",BKN,2,19,120.0,110.5,9.5,66.7,1.71,20.0,38.1,75.0,56.1,0.2,56.6,59.1,99.14,51.9
".P. Millsap, .K. Durant, .P. Mills, .B. Brown, .C. Thomas",BKN,6,19,111.9,126.8,-14.9,55.6,1.25,16.1,50.0,59.1,54.5,0.2,51.3,55.3,105.43,41.9
".P. Siakam, .C. Boucher, .G. Trent Jr., .P. Achiuwa, .M. Flynn",TOR,6,19,116.3,95.3,20.9,52.6,1.43,16.9,31.6,78.3,57.1,0.2,62.5,62.6,106.03,57.6
".P. Siakam, .F. VanVleet, .O. Anunoby, .C. Boucher, .J. Champagnie",TOR,5,19,150.0,102.8,47.2,55.6,2.5,18.9,50.0,68.4,60.6,0.1,68.8,72.4,91.35,76.1
".R. Gay, .B. Bogdanovic, .J. Ingles, .R. O'Neale, .D. Mitchell",UTA,6,19,104.5,134.9,-30.3,50.0,1.67,18.2,5.9,86.7,43.8,0.1,61.1,61.6,109.22,38.9
".R. Holmes, .B. Hield, .C. Metu, .T. Haliburton, .D. Mitchell",SAC,5,19,100.0,90.0,10.0,73.3,1.83,20.4,21.1,78.9,50.0,0.2,52.9,55.2,98.71,50.0
".R. Neto, .M. Harrell, .K. Kuzma, .R. Hachimura, .C. Kispert",WAS,4,19,76.3,135.9,-59.6,54.5,1.5,12.2,22.7,57.1,36.1,0.1,34.8,38.8,99.06,17.3
".S. Curry, .D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,5,19,97.5,102.5,-5.0,71.4,1.25,18.5,25.0,81.8,57.9,0.2,55.2,60.0,101.4,50.8
".S. Gilgeous-Alexander, .D. Bazley, .T. Maledon, .T. Mann, .O. Sarr",OKC,3,19,120.5,145.0,-24.5,68.8,2.2,20.4,25.0,70.6,48.5,0.1,59.4,65.4,102.07,43.9
".S. Ibaka, .E. Bledsoe, .L. Kennard, .T. Mann, .B. Boston Jr.",LAC,5,19,87.5,107.3,-19.8,71.4,1.0,18.9,17.6,60.9,42.5,0.3,58.9,57.9,102.86,41.3
".T. Gibson, .A. Burks, .E. Fournier, .J. Randle, .I. Quickley",NYK,7,19,135.1,54.1,81.1,47.1,2.0,14.5,45.5,90.9,68.2,0.1,55.3,59.0,95.97,97.1
".T. Harris, .A. Drummond, .S. Curry, .S. Milton, .T. Maxey",PHI,4,19,78.0,100.0,-22.0,38.5,1.25,10.0,17.4,85.0,48.8,0.1,41.2,42.1,105.49,34.5
".T. Jones, .D. Brooks, .J. Jackson Jr., .B. Clarke, .J. Konchar",MEM,5,19,143.6,116.3,27.3,56.5,3.25,23.2,28.6,77.8,56.3,0.1,70.8,70.9,103.98,58.0
".T. Jones, .D. Brooks, .J. Jackson Jr., .B. Clarke, .Z. Williams",MEM,4,19,102.3,86.4,16.0,50.0,1.14,13.8,33.3,64.0,50.0,0.2,45.8,53.3,112.19,56.6
".T. Lyles, .J. Jackson, .F. Jackson, .S. Bey, .S. Lee",DET,3,19,108.3,97.3,11.0,53.3,8.0,17.0,14.3,58.8,34.2,0.0,48.6,51.0,92.21,49.6
".A. Drummond, .G. Niang, .F. Korkmaz, .S. Milton, .T. Maxey",PHI,6,18,97.6,112.8,-15.3,38.5,1.25,9.3,36.4,68.8,50.0,0.1,44.1,50.9,104.61,37.8
".A. Horford, .D. Schroder, .J. Richardson, .J. Tatum, .R. Langford",BOS,7,18,121.6,81.1,40.5,64.7,5.5,20.8,29.4,81.8,59.0,0.1,55.9,60.0,99.97,73.8
".B. Bogdanovic, .J. Collins, .K. Huerter, .T. Young, .C. Reddish",ATL,5,18,87.2,94.4,-7.3,57.1,1.33,16.0,17.6,63.6,43.6,0.2,51.6,53.3,99.17,52.2
".B. Fernando, .G. Mathews, .D. Nix, .K. Martin Jr., .J. Christopher",HOU,4,18,89.2,77.8,11.4,63.6,1.4,13.5,36.4,71.4,53.5,0.1,37.1,43.4,99.17,58.1
".B. Lopez, .J. Holiday, .W. Matthews, .B. Portis, .G. Allen",MIL,3,18,117.5,89.7,27.8,61.1,2.2,20.8,12.5,88.2,51.5,0.1,63.6,66.8,103.78,61.2
".B. McLemore, .K. Dunn, .D. Eubanks, .C. Elleby, .K. Johnson",POR,4,18,78.9,102.7,-23.8,90.9,2.0,19.2,18.2,66.7,40.0,0.1,41.9,45.2,100.23,37.7
".C. Anthony, .R. Westbrook, .S. Johnson, .T. Horton-Tucker, .A. Reaves",LAL,4,18,136.8,105.7,31.1,38.9,0.0,14.0,26.3,75.0,51.3,0.0,61.4,65.3,98.61,63.2
".C. Martin, .D. Robinson, .G. Vincent, .T. Herro, .O. Yurtseven",MIA,2,18,131.6,92.3,39.3,64.7,1.83,19.0,45.0,73.7,59.0,0.2,54.1,60.4,105.5,68.8
".C. Martin, .G. Vincent, .M. Strus, .K. Okpala, .O. Yurtseven",MIA,7,18,122.2,97.2,25.0,52.9,1.5,18.8,23.1,72.2,51.6,0.2,69.0,69.5,94.66,64.8
".C. Osman, .L. Markkanen, .D. Garland, .I. Okoro, .E. Mobley",CLE,6,18,94.9,112.2,-17.3,62.5,1.43,19.2,20.0,90.9,50.0,0.2,54.8,56.5,106.15,39.1
".D. DeRozan, .N. Vucevic, .M. Thomas, .J. Green, .A. Dosunmu",CHI,4,18,121.6,135.3,-13.7,69.2,4.5,18.0,23.5,80.0,44.4,0.1,48.3,60.0,96.1,50.6
".D. DeRozan, .T. Thompson, .D. Jones Jr., .C. White, .A. Dosunmu",CHI,8,18,120.9,93.2,27.7,55.6,2.0,16.9,35.0,78.9,56.4,0.1,55.4,60.2,113.92,60.8
".D. Favors, .L. Dort, .T. Mann, .J. Giddey, .A. Wiggins",OKC,1,18,100.0,89.2,10.8,54.5,0.86,12.2,31.6,83.3,60.5,0.2,43.3,53.1,96.7,59.5
".D. Lillard, .C. McCollum, .C. Zeller, .R. Covington, .N. Powell",POR,7,18,117.1,148.6,-31.5,43.8,1.4,15.9,14.3,70.6,45.2,0.1,60.0,62.8,97.76,32.5
".D. Murray, .L. Walker IV, .J. Landale, .K. Johnson, .D. Vassell",SAS,7,18,115.4,117.1,-1.7,82.4,3.5,23.7,30.0,68.2,50.0,0.1,55.6,57.6,106.27,50.8
".D. Rose, .E. Fournier, .N. Noel, .J. Randle, .Q. Grimes",NYK,1,18,107.7,110.5,-2.8,80.0,2.0,22.2,16.7,80.0,45.5,0.2,59.1,61.2,105.6,48.3
".D. Russell, .K. Towns, .M. Beasley, .J. Okogie, .A. Edwards",MIN,6,18,86.5,130.3,-43.8,41.7,0.71,11.6,14.3,50.0,32.1,0.2,50.0,54.2,95.25,25.6
".D. Schroder, .K. Porter Jr., .J. Green, .K. Martin Jr., .A. Sengun",HOU,8,18,100.0,100.0,0.0,80.0,6.0,21.4,14.3,75.0,40.5,0.0,52.9,55.8,106.52,57.2
".D. Schroder, .M. Smart, .J. Tatum, .R. Williams III, .R. Langford",BOS,3,18,94.4,102.9,-8.4,33.3,0.57,9.1,35.7,68.4,54.5,0.2,50.0,57.8,94.76,51.8
".E. Freedom, .D. Schroder, .M. Smart, .J. Brown, .J. Tatum",BOS,3,18,100.0,102.7,-2.7,53.3,1.6,16.3,20.0,92.3,53.6,0.1,51.7,56.7,100.84,52.2
".E. Gordon, .C. Wood, .A. Brooks, .G. Mathews, .K. Martin Jr.",HOU,5,18,110.3,100.0,10.3,64.3,1.5,17.0,25.0,75.0,54.2,0.2,58.1,59.3,109.84,52.3
".E. Gordon, .C. Wood, .D. Theis, .K. Porter Jr., .J. Tate",HOU,6,18,79.5,61.1,18.4,58.3,1.0,14.3,16.7,77.8,53.3,0.2,53.8,51.0,102.27,76.5
".F. VanVleet, .O. Anunoby, .C. Boucher, .P. Achiuwa, .J. Champagnie",TOR,3,18,81.1,103.0,-21.9,41.7,1.0,8.6,53.3,72.7,58.5,0.1,33.8,34.5,92.88,20.8
".G. Hill, .D. Cousins, .J. Nwora, .S. Mamukelashvili, .J. Smart",MIL,1,18,86.8,86.8,0.0,33.3,0.63,10.2,31.6,70.0,51.3,0.2,48.5,48.5,101.24,49.1
".G. Hill, .J. Holiday, .B. Portis, .P. Connaughton, .G. Allen",MIL,7,18,110.8,119.4,-8.6,66.7,2.5,19.2,27.8,40.0,34.2,0.1,59.1,60.5,96.29,46.8
".G. Temple, .B. Ingram, .J. Hayes, .N. Alexander-Walker, .J. Alvarado",NOP,7,18,110.5,107.7,2.8,73.3,1.83,20.4,26.3,76.9,46.9,0.2,55.9,56.0,102.86,42.6
".G. Temple, .J. Valanciunas, .T. Satoransky, .B. Ingram, .J. Hart",NOP,4,18,72.7,124.3,-51.6,60.0,0.67,13.3,33.3,52.6,43.2,0.3,37.5,40.3,93.42,16.0
".G. Temple, .T. Satoransky, .J. Hayes, .N. Alexander-Walker, .H. Jones",NOP,5,18,111.8,120.0,-8.2,83.3,2.0,20.0,47.4,58.8,52.8,0.1,48.3,53.9,94.25,43.4
".H. Barnes, .A. Len, .B. Hield, .T. Haliburton, .D. Mitchell",SAC,6,18,110.5,110.8,-0.3,50.0,1.75,13.5,33.3,50.0,40.5,0.1,51.5,55.5,102.8,57.1
".H. Barnes, .A. Len, .D. Fox, .T. Haliburton, .D. Mitchell",SAC,6,18,73.2,135.9,-62.7,72.7,1.6,15.4,13.6,66.7,35.1,0.1,40.9,43.2,106.18,15.9
".H. Whiteside, .E. Paschall, .E. Hughes, .J. Butler, .T. Forrest",UTA,3,18,113.9,118.9,-5.0,64.3,1.0,18.4,30.8,47.6,41.2,0.3,64.8,68.2,100.02,48.7
".I. Roby, .T. Maledon, .A. Pokusevski, .V. Krejci, .L. Waters III",OKC,5,18,118.9,108.3,10.6,73.3,3.67,20.8,26.3,68.4,47.4,0.1,53.0,58.1,99.72,56.6
".I. Smith, .K. Caldwell-Pope, .K. Porzingis, .R. Hachimura, .D. Avdija",WAS,9,18,73.5,144.4,-70.9,60.0,1.5,13.6,21.1,90.9,46.7,0.1,39.7,41.8,94.92,19.7
".I. Smith, .T. Satoransky, .T. Bryant, .R. Hachimura, .C. Kispert",WAS,3,18,124.2,79.4,44.8,76.5,6.5,25.5,38.9,82.4,60.0,0.1,55.9,57.3,91.02,75.8
".J. Butler, .B. Adebayo, .C. Martin, .M. Strus, .T. Herro",MIA,6,18,121.6,74.3,47.3,50.0,8.0,16.0,26.3,73.9,52.4,0.0,54.4,57.9,96.18,80.8
".J. Green, .K. Martin Jr., .J. Tate, .J. Christopher, .A. Sengun",HOU,4,18,115.4,110.0,5.4,55.6,1.67,18.5,25.0,60.0,40.0,0.2,59.5,59.4,107.73,49.1
".J. Hoard, .I. Roby, .T. Maledon, .V. Krejci, .A. Wiggins",OKC,2,18,76.5,123.5,-47.1,77.8,1.4,14.6,30.4,76.5,50.0,0.1,35.0,37.8,91.26,22.3
".J. Jackson Jr., .D. Melton, .J. Morant, .B. Clarke, .D. Bane",MEM,9,18,131.7,70.0,61.7,57.9,5.5,18.6,47.4,70.4,60.9,0.0,60.8,65.2,108.51,95.2
".J. McGee, .D. Booker, .T. Craig, .M. Bridges, .A. Holiday",PHX,7,18,105.0,139.5,-34.5,42.9,1.0,11.5,33.3,71.4,50.0,0.2,51.7,56.7,104.53,33.8
".J. McGee, .E. Payton, .D. Booker, .L. Shamet, .C. Johnson",PHX,5,18,85.7,123.8,-38.1,53.8,0.88,13.0,25.0,73.7,48.7,0.2,43.5,49.0,111.32,36.8
".J. Winslow, .J. Hart, .D. Eubanks, .B. Williams, .T. Watford",POR,2,18,116.7,143.2,-26.6,52.9,1.29,17.3,41.2,63.2,52.8,0.2,58.8,59.5,96.18,35.5
".K. Birch, .P. Siakam, .F. VanVleet, .C. Boucher, .S. Barnes",TOR,5,18,91.4,108.8,-17.4,66.7,1.6,17.4,17.6,76.2,50.0,0.1,50.0,52.0,90.41,44.4
".K. Durant, .K. Irving, .S. Curry, .B. Brown, .N. Claxton",BKN,7,18,118.4,71.8,46.6,72.2,2.6,24.1,25.0,75.0,53.6,0.1,66.7,69.9,102.19,83.2
".K. Durant, .P. Mills, .B. Brown, .N. Claxton, .C. Thomas",BKN,4,18,141.7,61.1,80.6,52.9,9.0,18.8,28.6,68.2,52.8,0.0,63.3,70.5,97.44,105.6
".K. Love, .C. Osman, .J. Allen, .D. Garland, .I. Okoro",CLE,8,18,126.2,111.4,14.8,80.0,4.0,25.8,26.7,94.1,62.5,0.1,64.7,66.0,115.35,54.2
".K. Love, .R. Rubio, .C. Osman, .J. Allen, .D. Garland",CLE,7,18,93.2,67.4,25.7,77.8,2.0,23.3,10.0,64.3,41.7,0.2,55.4,55.4,116.76,68.9
".K. Lowry, .M. Morris, .B. Adebayo, .C. Martin, .T. Herro",MIA,3,18,152.6,118.9,33.7,65.2,2.14,25.4,54.5,78.9,70.0,0.2,82.4,82.1,99.54,67.3
".K. Olynyk, .J. Jackson, .K. Hayes, .S. Bey, .I. Stewart",DET,1,18,115.4,136.6,-21.2,57.9,2.2,20.4,22.2,57.1,37.5,0.1,56.9,58.9,105.4,41.8
".K. Walker, .J. Randle, .M. Robinson, .R. Barrett, .Q. Grimes",NYK,3,18,46.2,94.9,-48.7,60.0,0.33,5.9,30.0,85.7,52.9,0.2,18.2,24.4,102.25,1.3
".M. Morris, .D. Dedmon, .G. Vincent, .M. Strus, .T. Herro",MIA,3,18,114.3,120.9,-6.6,47.4,1.0,16.4,35.7,69.2,57.5,0.2,69.7,70.8,113.05,46.7
".M. Muscala, .S. Gilgeous-Alexander, .L. Dort, .J. Robinson-Earl, .J. Giddey",OKC,4,18,116.7,133.3,-16.7,64.3,1.5,17.6,35.3,64.7,50.0,0.2,53.2,60.1,93.7,40.2
".M. Plumlee, .T. Rozier, .M. Bridges, .C. Martin, .J. McDaniels",CHA,7,18,81.8,108.6,-26.8,77.8,1.4,14.3,39.1,66.7,51.2,0.2,30.6,38.6,89.25,36.8
".M. Smart, .J. Brown, .J. Tatum, .R. Williams III, .P. Pritchard",BOS,5,18,110.5,111.1,-0.6,76.9,2.0,18.2,31.8,52.6,41.5,0.1,48.5,54.1,96.71,45.5
".N. Vucevic, .Z. LaVine, .D. Jones Jr., .A. Caruso, .A. Dosunmu",CHI,7,18,117.9,150.0,-32.1,86.7,3.25,22.8,31.3,68.8,50.0,0.1,54.8,63.4,101.18,47.6
".P. George, .E. Bledsoe, .R. Jackson, .I. Zubac, .T. Mann",LAC,5,18,85.4,107.3,-22.0,58.3,1.17,13.0,26.1,89.5,54.8,0.1,39.7,45.6,111.92,37.4
".P. Siakam, .C. Boucher, .G. Trent Jr., .Y. Watanabe, .M. Flynn",TOR,1,18,102.8,125.7,-22.9,53.3,1.6,15.7,33.3,73.7,52.5,0.1,50.0,50.2,94.32,36.9
".P. Siakam, .G. Trent Jr., .A. Brooks, .P. Achiuwa, .S. Barnes",TOR,2,18,110.8,128.9,-18.1,71.4,5.0,19.6,23.8,81.8,43.8,0.1,50.0,53.2,98.0,37.9
".P. Tucker, .B. Adebayo, .D. Robinson, .G. Vincent, .T. Herro",MIA,6,18,94.4,102.8,-8.3,61.5,1.0,15.7,38.9,68.4,54.1,0.2,48.4,51.9,96.73,44.4
".R. McGruder, .T. Lyles, .J. Jackson, .F. Jackson, .K. Hayes",DET,2,18,120.0,112.2,7.8,92.3,6.0,21.8,20.0,66.7,45.5,0.1,53.6,62.2,105.49,63.9
".S. Adams, .D. Melton, .J. Morant, .B. Clarke, .D. Bane",MEM,6,18,124.3,129.7,-5.4,62.5,1.67,17.5,50.0,55.0,52.5,0.2,52.9,58.4,99.21,48.0
".S. Adams, .K. Anderson, .J. Morant, .J. Konchar, .Z. Williams",MEM,4,18,122.5,89.7,32.8,52.6,1.67,16.9,47.4,94.4,70.3,0.2,55.4,59.2,106.62,64.6
".S. Adams, .K. Anderson, .J. Morant, .K. Tillie, .D. Bane",MEM,2,18,143.2,125.6,17.6,50.0,1.38,20.0,53.8,75.0,65.5,0.2,70.0,72.1,102.47,53.1
".S. Curry, .N. Bjelica, .K. Thompson, .D. Lee, .J. Kuminga",GSW,4,18,102.4,111.9,-9.5,70.6,4.0,21.1,13.0,80.0,44.2,0.1,48.7,51.6,109.47,44.6
".S. Dinwiddie, .D. Finney-Smith, .M. Kleber, .L. Doncic, .J. Green",DAL,8,18,90.0,124.3,-34.3,30.0,0.5,5.9,36.4,81.3,55.3,0.2,38.7,48.4,102.19,26.6
".S. Ibaka, .M. Morris Sr., .R. Jackson, .L. Kennard, .T. Mann",LAC,2,18,91.9,94.6,-2.7,66.7,1.14,16.7,17.6,75.0,51.2,0.2,51.7,55.3,98.03,52.9
".S. Ibaka, .N. Batum, .E. Bledsoe, .T. Mann, .B. Boston Jr.",LAC,4,18,84.2,86.8,-2.6,53.8,1.0,13.2,33.3,63.2,46.5,0.2,38.9,41.9,103.73,44.3
".T. Gibson, .E. Fournier, .J. Randle, .R. Barrett, .I. Quickley",NYK,7,18,122.5,81.0,41.5,68.8,2.2,19.0,33.3,68.2,51.2,0.1,52.8,59.4,112.03,68.1
".T. Gibson, .Q. Grimes, .I. Quickley, .M. McBride, .J. Sims",NYK,3,18,133.3,112.1,21.2,73.3,3.67,24.4,8.3,80.0,48.1,0.1,74.1,75.3,89.58,59.0
".T. McConnell, .M. Turner, .D. Sabonis, .M. Brogdon, .C. Duarte",IND,6,18,107.5,90.2,17.3,50.0,4.5,16.7,26.3,84.2,55.3,0.1,54.2,56.9,106.38,65.1
".T. Ross, .G. Harris, .T. Frazier, .W. Carter Jr., .F. Wagner",ORL,2,18,110.0,116.2,-6.2,40.0,0.86,11.8,27.8,84.2,56.8,0.2,54.8,59.2,103.3,49.0
".T. Ross, .W. Carter Jr., .C. Anthony, .F. Wagner, .J. Suggs",ORL,7,18,110.0,118.6,-8.6,41.2,1.17,13.7,22.2,52.9,37.1,0.2,56.1,60.2,111.49,42.4
".T. Thompson, .H. Barnes, .D. Fox, .T. Davis, .T. Haliburton",SAC,2,18,147.4,136.8,10.5,52.4,5.5,18.6,47.6,66.7,54.5,0.1,58.5,61.1,102.35,47.9
".T. Young, .C. Boucher, .A. Brooks, .P. Achiuwa, .S. Barnes",TOR,4,18,88.9,114.7,-25.8,66.7,1.6,17.0,17.6,64.7,41.2,0.1,51.8,52.2,92.22,42.0
".Z. Collins, .K. Johnson, .D. Vassell, .T. Jones, .J. Primo",SAS,3,18,129.7,77.8,52.0,56.3,2.25,17.6,29.4,81.8,59.0,0.1,60.9,65.1,98.43,81.1
".B. Beal, .K. Caldwell-Pope, .S. Dinwiddie, .K. Kuzma, .T. Bryant",WAS,3,17,109.1,114.7,-5.6,75.0,3.0,19.6,21.1,57.9,39.5,0.1,48.4,52.8,96.1,45.2
".B. Bogdanovic, .J. Clarkson, .R. O'Neale, .D. Mitchell, .U. Azubuike",UTA,5,17,135.1,100.0,35.1,64.7,2.75,21.2,25.0,66.7,42.9,0.1,59.1,65.3,104.35,57.8
".B. Lopez, .G. Hill, .K. Middleton, .G. Antetokounmpo, .G. Allen",MIL,3,17,126.3,102.5,23.8,55.0,5.5,20.4,26.3,76.2,52.5,0.1,56.4,58.9,111.54,58.6
".B. Lopez, .J. Holiday, .K. Middleton, .B. Portis, .G. Allen",MIL,4,17,118.4,125.0,-6.6,47.4,3.0,17.0,35.3,76.5,55.9,0.1,58.3,60.3,105.5,52.4
".B. McLemore, .C. McCollum, .T. Snell, .D. Smith Jr., .T. Watford",POR,4,17,97.1,144.1,-47.0,46.7,1.75,15.2,29.4,62.5,45.5,0.1,53.1,53.1,98.87,31.0
".B. McLemore, .D. Eubanks, .C. Elleby, .B. Williams, .K. Johnson",POR,3,17,113.5,131.3,-17.7,60.0,4.5,14.8,58.6,64.3,60.5,0.1,41.9,44.7,96.51,42.0
".C. Anthony, .R. Westbrook, .S. Johnson, .M. Monk, .A. Reaves",LAL,10,17,123.3,123.1,0.2,64.7,11.0,19.3,18.8,80.0,48.4,0.0,60.9,66.4,113.75,54.3
".C. Anthony, .R. Westbrook, .W. Ellington, .A. Davis, .M. Monk",LAL,8,17,107.7,135.1,-27.4,56.3,2.25,17.3,23.5,64.7,44.1,0.1,57.8,57.7,104.77,35.8
".C. Capela, .B. Bogdanovic, .J. Collins, .T. Young, .C. Reddish",ATL,7,17,102.4,137.5,-35.1,66.7,2.0,18.2,21.1,68.4,44.7,0.1,54.5,58.2,112.21,38.7
".C. Capela, .D. Wright, .J. Collins, .K. Huerter, .D. Hunter",ATL,2,17,83.8,97.4,-13.6,76.9,1.11,20.0,18.8,84.2,54.3,0.2,48.3,51.1,103.98,47.8
".C. Joseph, .K. Olynyk, .T. Lyles, .J. Jackson, .H. Diallo",DET,2,17,100.0,86.8,13.2,57.1,0.73,17.4,25.0,76.5,55.2,0.3,60.4,60.7,100.88,57.5
".C. McCollum, .R. Covington, .J. Nurkic, .N. Powell, .D. Smith Jr.",POR,3,17,118.9,162.2,-43.2,53.3,4.0,16.3,20.0,75.0,35.7,0.1,50.0,56.2,103.26,24.0
".C. Paul, .J. Crowder, .D. Booker, .M. Bridges, .C. Johnson",PHX,17,17,101.9,98.2,3.7,64.7,2.75,16.4,27.8,65.2,48.8,0.1,54.7,64.3,149.0,63.4
".C. Wood, .K. Porter Jr., .J. Green, .K. Martin Jr., .J. Tate",HOU,5,17,126.3,94.9,31.4,47.4,1.0,18.4,18.2,63.2,46.7,0.2,77.6,74.8,111.17,55.5
".D. DeRozan, .L. Ball, .T. Bradley, .C. White, .A. Dosunmu",CHI,5,17,107.9,132.4,-24.5,60.0,1.5,17.6,25.0,52.6,40.0,0.2,56.5,60.9,103.31,38.9
".D. DeRozan, .N. Vucevic, .Z. LaVine, .T. Brown Jr., .C. White",CHI,4,17,92.1,75.7,16.4,30.8,0.8,8.9,17.6,84.2,52.8,0.1,50.0,55.3,106.93,58.8
".D. Favors, .D. Bazley, .L. Dort, .J. Robinson-Earl, .J. Giddey",OKC,1,17,85.3,128.6,-43.3,58.3,2.33,14.6,30.4,77.8,51.2,0.1,35.7,39.4,97.03,32.9
".D. Gallinari, .B. Bogdanovic, .D. Wright, .J. Collins, .T. Young",ATL,9,17,87.2,89.2,-2.0,36.4,2.0,8.9,10.5,63.2,36.8,0.1,41.4,49.6,107.59,54.3
".D. Green, .T. Harris, .J. Embiid, .G. Niang, .T. Maxey",PHI,9,17,92.1,68.4,23.7,72.7,2.0,16.7,13.3,87.0,57.9,0.1,46.2,55.9,108.13,70.9
".D. McDermott, .D. Murray, .J. Landale, .K. Johnson, .D. Vassell",SAS,2,17,122.9,119.4,3.4,64.3,1.8,16.4,50.0,78.6,61.1,0.1,50.0,55.4,99.84,47.7
".D. Murray, .J. Poeltl, .B. Forbes, .K. Bates-Diop, .L. Walker IV",SAS,7,17,133.3,84.6,48.7,44.4,2.67,16.3,23.8,84.2,52.5,0.1,56.8,59.2,103.15,65.6
".D. Murray, .J. Poeltl, .B. Forbes, .K. Johnson, .D. Vassell",SAS,8,17,107.9,137.5,-29.6,55.6,2.5,17.2,41.7,90.9,57.1,0.1,50.0,48.9,110.75,30.4
".D. Nwaba, .D. Theis, .K. Porter Jr., .J. Green, .J. Tate",HOU,3,17,132.4,102.8,29.7,53.3,0.89,16.7,30.0,72.7,59.4,0.2,77.1,80.1,102.26,63.8
".D. White, .L. Walker IV, .D. Eubanks, .K. Johnson, .D. Vassell",SAS,7,17,82.1,78.0,4.0,58.3,1.4,14.3,22.2,65.4,47.7,0.1,44.8,49.2,112.39,61.1
